iter	Logloss
176	0.2831755592
177	0.2830589442
178	0.28295709
179	0.2827840576
180	0.2827052136
181	0.2825748307
182	0.2824864307
183	0.2823733888
184	0.2819238452
185	0.2818590068
186	0.2817434307
187	0.2816315899
188	0.2814243524
189	0.2813148812
190	0.2811715419
191	0.2809913308
192	0.280892796
193	0.2808011305
194	0.2806843193
195	0.2805702267
196	0.2804425543
197	0.2803499792
198	0.2802657807
199	0.2802348156
200	0.280113462
201	0.2799740176
202	0.2798763194
203	0.2797591157
204	0.2796769913
205	0.279615416
206	0.2793374371
207	0.2792308396
208	0.2791263708
209	0.2789454333
210	0.2788689354
211	0.2788163172
212	0.2787424964
213	0.2785709784
214	0.2784573596
215	0.2783402317
216	0.2782485079
217	0.278186788
218	0.2780794228
219	0.278037715
220	0.2779454601
221	0.2778705999
222	0.2777642842
223	0.2776886996
224	0.2775658975
225	0.277456125
226	0.2773592819
227	0.2772629284
228	0.2771963371
229	0.2770737584
230	0.2769606668
231	0.2768861123
232	0.2767751469
233	0.2766570697
234	0.276586897
235	0.2764889089
236	0.2764049462
237	0.2761834307
238	0.2761057967
239	0.2756830481
240	0.2756050394
241	0.2755335911
242	0.2753972049
243	0.2752858827
244	0.2750062156
245	0.2747103026
246	0.2745619563
247	0.274352748
248	0.2742720538
249	0.2740710989
250	0.2739825327
251	0.2738726814
252	0.2738088867
253	0.2737348482
254	0.2736776033
255	0.273567536
256	0.2732461978
257	0.2731442482
258	0.2730376521
259	0.2729470887
260	0.2728642446
261	0.2728179546
262	0.2726434007
263	0.2725324671
264	0.2724641315
265	0.272361875
266	0.272297681
267	0.272208153
268	0.2720710723
269	0.2719995735
270	0.2719264565
271	0.2718269257
272	0.271723169
273	0.2716614063
274	0.2715148982
275	0.2714047405
276	0.2711505413
277	0.2710662284
278	0.270987333
279	0.2709502164
280	0.2708679465
281	0.270749447
282	0.2706790242
283	0.2705817994
284	0.27050273
285	0.2704290196
286	0.2703298715
287	0.270069426
288	0.2698353725
289	0.2697309703
290	0.269603855
291	0.2694799703
292	0.2693952132
293	0.2692607129
294	0.2690939479
295	0.2689940849
296	0.2689269201
297	0.2688375021
298	0.2687745674
299	0.2686884791
300	0.2684859654
301	0.2684165004
302	0.2683448921
303	0.2682852838
304	0.2682103844
305	0.2681036448
306	0.268036859
307	0.2679608322
308	0.2678380847
309	0.2677429123
310	0.2676439782
311	0.2675684834
312	0.2674889136
313	0.2673182745
314	0.2672519146
315	0.2671607232
316	0.2670746736
317	0.2670197948
318	0.2669854877
319	0.266884566
320	0.266609464
321	0.2665183349
322	0.2664729841
323	0.2663988357
324	0.2662740339
325	0.266218334
326	0.2660209553
327	0.2659248959
328	0.2658571639
329	0.265779866
330	0.2656965416
331	0.2656234457
332	0.2655418976
333	0.2654564387
334	0.2653535379
335	0.2652555423
336	0.2652272514
337	0.2651667128
338	0.2650867851
339	0.2650341627
340	0.2649160926
341	0.2648495141
342	0.2647620731
343	0.2647202528
344	0.2646564914
345	0.2645326441
346	0.2644560422
347	0.264367916
348	0.264332239
349	0.2640560211
350	0.2640256003
351	0.263961804
352	0.2638997709
353	0.2638281749
354	0.2637562874
355	0.2636783163
356	0.2636341675
357	0.2635651995
358	0.2635191553
359	0.263449836
360	0.2632104662
361	0.2631467755
362	0.2631211067
363	0.2630800342
364	0.2630034469
365	0.2629290934
366	0.2628515116
367	0.2627789704
368	0.2627267265
369	0.2626910618
370	0.2625958318
371	0.2625186226
372	0.2624259206
373	0.262383894
374	0.2623201402
375	0.2622324518
376	0.2621563897
377	0.262079109
378	0.2619706044
379	0.2618828803
380	0.2618141462
381	0.2617555673
382	0.2617122008
383	0.2615036257
384	0.2614786647
385	0.2613872346
386	0.2613461115
387	0.2612964586
388	0.2612404028
389	0.2611509856
390	0.2611008818
391	0.261033171
392	0.2609697128
393	0.2608835469
394	0.2608009945
395	0.2607586372
396	0.260657831
397	0.2605740531
398	0.2605097945
399	0.2604430531
400	0.2603853769
401	0.2602627882
402	0.2602276283
403	0.2601869488
404	0.2601405291
405	0.259966355
406	0.2598882985
407	0.25981831
408	0.2597440426
409	0.2597106159
410	0.2596443912
411	0.2595882303
412	0.2595558955
413	0.2594976339
414	0.2594346436
415	0.2593903519
416	0.2593340804
417	0.2592823581
418	0.25921896
419	0.2591415013
420	0.2589873339
421	0.2589019977
422	0.2588421317
423	0.2587799915
424	0.2587474839
425	0.2586382804
426	0.2585677742
427	0.2585040574
428	0.2584173485
429	0.2583791264
430	0.2583289988
431	0.2582448936
432	0.2582141761
433	0.2581764528
434	0.2580809575
435	0.2580166562
436	0.2579510843
437	0.2578358553
438	0.2577736521
439	0.2577506086
440	0.2576752837
441	0.2575262882
442	0.2574702774
443	0.2574156451
444	0.257378632
445	0.257277618
446	0.2572188352
447	0.2571396196
448	0.2570693951
449	0.2570246112
450	0.2569868957
451	0.2568906222
452	0.2568089272
453	0.256761818
454	0.2567042823
455	0.2566359273
456	0.2565605303
457	0.2565073844
458	0.2564765387
459	0.256437702
460	0.2563949523
461	0.2563281474
462	0.25612853
463	0.2560685366
464	0.2560028165
465	0.2559780842
466	0.2559435162
467	0.2558671325
468	0.2557872797
469	0.2557621367
470	0.2557226838
471	0.2556544402
472	0.2555961436
473	0.2555563425
474	0.2555038423
475	0.2554296738
476	0.2553402898
477	0.2552761307
478	0.2552277132
479	0.2551741305
480	0.255082512
481	0.2550380812
482	0.2548598925
483	0.2548068061
484	0.2547425603
485	0.2547178461
486	0.2546735487
487	0.254620201
488	0.2545422516
489	0.2544256983
490	0.2544053538
491	0.2543296065
492	0.2542573154
493	0.2542275189
494	0.2541601772
495	0.2540669982
496	0.254010973
497	0.2539498044
498	0.2538853355
499	0.2538243824
500	0.253786794
501	0.2537144775
502	0.2536786617
503	0.2536316408
504	0.2535440069
505	0.2535045153
506	0.2534212052
507	0.2533695335
508	0.2532991754
509	0.2532454451
510	0.2531563313
511	0.2530859872
512	0.2530379709
513	0.2529815262
514	0.2529493804
515	0.2528814664
516	0.2528292717
517	0.2527962967
518	0.2527304563
519	0.2526769804
520	0.2526509423
521	0.252616236
522	0.2525663365
523	0.252513158
524	0.2524395469
525	0.2523917613
526	0.2522660739
527	0.2521358151
528	0.2520716446
529	0.2520361835
530	0.2519859012
531	0.2519308135
532	0.2518428809
533	0.2517847488
534	0.2517305498
535	0.2517036719
536	0.251640715
537	0.2515899744
538	0.2515240636
539	0.2514906202
540	0.2514483454
541	0.2513917858
542	0.2513069665
543	0.2512447116
544	0.2512057374
545	0.251159735
546	0.2511055203
547	0.2510760392
548	0.2510046772
549	0.2509412737
550	0.2508956814
551	0.250848519
552	0.2507759734
553	0.2507177642
554	0.250677702
555	0.2506249436
556	0.2505969843
557	0.250553996
558	0.2505078591
559	0.2504418329
560	0.2503727869
561	0.2503259306
562	0.2502511383
563	0.2501725629
564	0.2501209812
565	0.2500717163
566	0.2500196186
567	0.2499704688
568	0.2499535537
569	0.2498842491
570	0.2498117865
571	0.2497238789
572	0.249690308
573	0.2496328026
574	0.2495991739
575	0.2495608794
576	0.24951479
577	0.2494614646
578	0.249427482
579	0.2493699282
580	0.2493313599
581	0.2492818466
582	0.2492337153
583	0.249180673
584	0.2491311069
585	0.2490811096
586	0.2490218337
587	0.2489901505
588	0.2489217692
589	0.2488880571
590	0.2488045565
591	0.248765311
592	0.248725276
593	0.2486715289
594	0.2486052868
595	0.2485750543
596	0.2485310833
597	0.248492332
598	0.2484540344
599	0.2483962391
600	0.2483567729
601	0.2483381141
602	0.2483044443
603	0.2482593922
604	0.2482174971
605	0.2481548459
606	0.2480952704
607	0.2479928895
608	0.2479454996
609	0.2478939041
610	0.2478516701
611	0.247796708
612	0.2477377492
613	0.2476473325
614	0.2476242443
615	0.2475479765
616	0.2474937643
617	0.2474286586
618	0.2473864133
619	0.2473308967
620	0.2473012243
621	0.2472511078
622	0.2472240739
623	0.2471676156
624	0.2471258068
625	0.2470792741
626	0.2470280253
627	0.2469544175
628	0.2469134367
629	0.2468565444
630	0.2468072293
631	0.2467454147
632	0.2466545561
633	0.2465935919
634	0.2465625629
635	0.2464953733
636	0.2464510986
637	0.2464202766
638	0.2464032877
639	0.2463550847
640	0.2463060676
641	0.2462670715
642	0.246222052
643	0.2461565308
644	0.2461150324
645	0.2460801101
646	0.2460381237
647	0.2460105609
648	0.2459489057
649	0.2458870713
650	0.245842764
651	0.2458176042
652	0.2457862732
653	0.2457537596
654	0.2457415
655	0.2456984026
656	0.2456480887
657	0.2455768069
658	0.2455349645
659	0.2454987454
660	0.2454293887
661	0.2453724011
662	0.2453286633
663	0.2453044876
664	0.2452855366
665	0.245220871
666	0.245194401
667	0.2451647032
668	0.245125148
669	0.2450932605
670	0.2450572288
671	0.2450192105
672	0.2449859565
673	0.2449666427
674	0.2449051866
675	0.2448654511
676	0.2448139257
677	0.2447824444
678	0.2447388415
679	0.2446711238
680	0.2446514065
681	0.2446088114
682	0.2445371153
683	0.2444851591
684	0.2444375921
685	0.2443808792
686	0.2443514391
687	0.2443106828
688	0.2442604514
689	0.2442120617
690	0.2441721248
691	0.244138832
692	0.2440813796
693	0.244043388
694	0.2439833295
695	0.2439160664
696	0.2438847895
697	0.2438541742
698	0.2438186584
699	0.2437539107
700	0.2437173572
701	0.2436805954
702	0.2436354099
703	0.2435874395
704	0.2435588726
705	0.2435283834
706	0.2434543938
707	0.2434314872
708	0.2433791481
709	0.243366509
710	0.2433282398
711	0.2432927267
712	0.2432541819
713	0.2431649766
714	0.2431016352
715	0.2430520345
716	0.2430180432
717	0.2429888923
718	0.2429385641
719	0.2428979826
720	0.2428187441
721	0.2427516468
722	0.2427048311
723	0.2426866135
724	0.242644956
725	0.2425823802
726	0.2425313393
727	0.2425080944
728	0.242476951
729	0.2424502409
730	0.2424058867
731	0.2423563124
732	0.2423063437
733	0.2422612394
734	0.2422073452
735	0.2421719576
736	0.2421273512
737	0.2420771441
738	0.2420371763
739	0.2419799029
740	0.2419341501
741	0.2418779781
742	0.2418302719
743	0.2417825987
744	0.2416879143
745	0.2416555742
746	0.2416177513
747	0.2415734142
748	0.2415325859
749	0.2414840768
750	0.241412044
751	0.2413607113
752	0.2413138572
753	0.2412664013
754	0.2412197028
755	0.2411615148
756	0.2411085526
757	0.2410738871
758	0.2410395613
759	0.2410017929
760	0.2409502075
761	0.2409075652
762	0.2408738875
763	0.240835877
764	0.2408226954
765	0.2407727485
766	0.2407632611
767	0.2407290881
768	0.240710028
769	0.2406827629
770	0.2406357383
771	0.2405644051
772	0.2405230616
773	0.2405019062
774	0.2404785243
775	0.2404210194
776	0.2403914881
777	0.2403345866
778	0.2403049129
779	0.2402342112
780	0.2401775378
781	0.2401568323
782	0.2400946578
783	0.2400448465
784	0.2399793694
785	0.239944507
786	0.2399080181
787	0.2398780891
788	0.2398423156
789	0.2397682545
790	0.2397289911
791	0.239698737
792	0.2396716099
793	0.2396350588
794	0.2396038454
795	0.2395723781
796	0.2395353115
797	0.2395134116
798	0.2394954076
799	0.239442619
800	0.2393971447
801	0.2393511039
802	0.2393113049
803	0.2392917259
804	0.2392289497
805	0.2391956545
806	0.2391392967
807	0.2390768676
808	0.2390353551
809	0.2390237954
810	0.2389865082
811	0.2389655683
812	0.2389213765
813	0.2388891442
814	0.2388476952
815	0.2387835167
816	0.2387424686
817	0.2386904527
818	0.2386622965
819	0.2386300278
820	0.2386124675
821	0.2385831875
822	0.2385190492
823	0.2384989644
824	0.2384573413
825	0.2384179319
826	0.238367644
827	0.2383433294
828	0.2383041656
829	0.2382645813
830	0.23821284
831	0.2381720413
832	0.2381446258
833	0.2381067217
834	0.2380645097
835	0.2380070478
836	0.2379865115
837	0.2379557764
838	0.2379038705
839	0.2378234521
840	0.2377777932
841	0.2377313057
842	0.2377135013
843	0.2376191156
844	0.2375758151
845	0.2375296408
846	0.2374783965
847	0.2374355734
848	0.2373950624
849	0.2373670567
850	0.2373256659
851	0.2373181262
852	0.2373024764
853	0.2372775362
854	0.2372493938
855	0.237232896
856	0.2371928783
857	0.2371656986
858	0.2371261196
859	0.2370860709
860	0.2370567654
861	0.2370099026
862	0.2369669624
863	0.2368978058
864	0.236863715
865	0.2368022027
866	0.2367560372
867	0.2366998916
868	0.2366663881
869	0.2366386164
870	0.2365966263
871	0.2365569048
872	0.2365245386
873	0.2364607323
874	0.236426067
875	0.236402187
876	0.2363662776
877	0.236294936
878	0.2362566361
879	0.2362134558
880	0.2361839435
881	0.2361670183
882	0.2361343886
883	0.2361048278
884	0.2360550248
885	0.2360209062
886	0.2359534348
887	0.235919187
888	0.2358805939
889	0.2358621809
890	0.2357771331
891	0.2357383008
892	0.2357112574
893	0.2356915495
894	0.2356688284
895	0.2356102433
896	0.2355829272
897	0.2355620087
898	0.2355149019
899	0.2354354652
900	0.2353963184
901	0.2353719225
902	0.2353390445
903	0.2352978102
904	0.2352687222
905	0.2352064999
906	0.2351930408
907	0.2351610479
908	0.2351047747
909	0.235062815
910	0.2349892713
911	0.2349447846
912	0.2348994178
913	0.2348473012
914	0.2348105108
915	0.2347733919
916	0.2347270131
917	0.2346842725
918	0.2346337012
919	0.2346123922
920	0.2345814316
921	0.2345322534
922	0.234495821
923	0.2344410473
924	0.2344086613
925	0.2343716363
926	0.2343240739
927	0.2342866405
928	0.2342394099
929	0.2342092534
930	0.2341776448
931	0.2341539684
932	0.2341378004
933	0.2340982147
934	0.2340512779
935	0.2340392942
936	0.2339904135
937	0.2339437498
938	0.2339187961
939	0.233894147
940	0.2338531259
941	0.2338188709
942	0.2337929053
943	0.2337767164
944	0.2337546875
945	0.233702783
946	0.2336515745
947	0.2336120199
948	0.2335622977
949	0.233542279
950	0.2335102371
951	0.2334691821
952	0.2334315287
953	0.233365645
954	0.2333335963
955	0.2333057353
956	0.2332686132
957	0.2332279807
958	0.2331816858
959	0.2331586735
960	0.2331008377
961	0.2330452703
962	0.2330193219
963	0.2329620828
964	0.2329386634
965	0.2329104107
966	0.2328973062
967	0.2328791209
968	0.2328679097
969	0.2328304895
970	0.2327952785
971	0.2327386839
972	0.2326899324
973	0.2326534563
974	0.2326460203
975	0.2325736947
976	0.2325487644
977	0.232508884
978	0.2324805804
979	0.2324441264
980	0.2323996599
981	0.2323652678
982	0.2323035518
983	0.2322559572
984	0.2322197001
985	0.2321967155
986	0.232157509
987	0.2321404322
988	0.2320829545
989	0.2320433604
990	0.2320308743
991	0.2319992592
992	0.2319764377
993	0.2319534225
994	0.2319104981
995	0.2318847422
996	0.2318756505
997	0.231849193
998	0.2318186249
999	0.2317890454
